rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,twi,scs_runoff_mm,scs_runoff_ratio,fhi,hand_m,soil_saturation_theta,cn_effective,amc_class,imd_24h_class,rational_Q_m3s,risk_level
9.074,106.106,31.45,45.27,14.285,898.91,5.838,0.4593,0.198327,30156.0,5.969517,2.4118,0.265783,0.361747,4.551,0.198327,95.5270847381434,AMC-III,light,0.0529,1
40.396,155.194,39.84,40.43,25.687,888.31,4.883,0.3422,0.276258,48785.0,6.584781,37.3093,0.92359,0.518202,3.3911,0.276258,98.94175341994321,AMC-III,moderate,0.9634,2
3.266,67.861,36.38,45.55,0.152,944.68,3.812,0.3286,0.131838,37022.0,6.663185,0.0,0.0,0.318726,17.233,0.131838,88.0,AMC-II,dry,0.0053,1
22.297,112.452,35.75,88.41,7.378,912.72,5.285,0.0206,0.208855,24921.0,5.934253,5.7797,0.259217,0.349269,7.3645,0.208855,89.49303405572755,AMC-III,light,0.1389,1
1.909,12.85,24.86,83.67,12.637,870.0,2.91,0.4663,0.026415,24156.0,5.940302,0.0,0.0,0.3329,0.0,0.026415,55.511379832865735,AMC-I,dry,0.0039,1
20.296,123.254,30.28,39.53,2.307,904.95,5.443,0.2268,0.226461,47151.0,6.531403,17.3645,0.85556,0.443825,5.8657,0.226461,98.94175341994321,AMC-III,light,0.4062,1
6.557,23.349,34.16,95.99,24.594,882.08,4.358,0.2595,0.04748,43071.0,6.338414,0.0,0.0,0.337646,2.4771,0.04748,76.27500606733003,AMC-I,dry,0.0094,1
2.118,24.493,38.95,91.2,9.493,921.32,0.352,0.274,0.049748,40060.0,9.384672,0.0,0.0,0.3851,48.3268,0.049748,76.27500606733003,AMC-I,dry,0.0173,1
6.221,97.074,33.39,53.3,24.74,901.83,0.358,0.1814,0.183099,34767.0,9.14589,0.9383,0.150825,0.451271,29.8777,0.183099,95.5270847381434,AMC-III,dry,0.152,2
6.453,47.568,26.83,54.49,16.313,925.71,2.698,0.3262,0.094347,27208.0,6.751127,0.0,0.0,0.335045,17.2509,0.094347,71.29975254791762,AMC-I,dry,0.014,1
15.736,234.679,24.46,89.04,10.965,915.9,0.366,0.3591,0.386708,5000.0,7.879935,2.4116,0.153258,0.433272,42.9085,0.386708,89.49303405572755,AMC-III,light,0.387,1
6.861,55.303,32.23,74.13,26.766,960.0,2.993,0.1772,0.108825,44394.0,6.763052,0.0,0.0,0.320716,25.5597,0.108825,88.0,AMC-II,dry,0.0137,1
1.981,21.434,30.83,74.04,16.332,918.58,2.117,0.1619,0.043672,27659.0,7.03349,0.0,0.0,0.313288,18.2886,0.043672,71.29975254791762,AMC-I,dry,0.0053,1
2.715,26.762,28.3,56.54,7.894,926.3,0.988,0.11,0.054228,35082.0,8.128739,0.0,0.0,0.330006,35.8314,0.054228,76.27500606733003,AMC-I,dry,0.0127,1
4.451,14.226,34.46,72.18,8.626,900.56,1.042,0.1897,0.029203,31171.0,7.926638,0.0,0.0,0.363343,18.8536,0.029203,71.29975254791762,AMC-I,dry,0.0201,1
12.745,112.002,24.12,80.65,59.232,905.02,1.505,0.125,0.208114,32822.0,7.586275,4.828,0.378801,0.420537,16.9975,0.208114,95.5270847381434,AMC-III,light,0.3346,1
16.853,113.858,29.3,79.63,1.459,899.63,1.453,0.0427,0.211171,33425.0,7.646916,7.9453,0.471459,0.43877,14.7442,0.211171,95.5270847381434,AMC-III,light,0.5656,1
1.504,21.09,28.92,78.46,13.623,944.4,0.1,0.0519,0.042986,44107.0,10.566303,0.0,0.0,0.344036,74.401,0.042986,76.27500606733003,AMC-I,dry,0.0174,1
23.171,155.235,28.82,44.24,0.141,896.38,1.645,0.4746,0.27632,36918.0,7.630108,15.8926,0.685894,0.512496,12.018,0.27632,97.02743230131428,AMC-III,light,1.03,2
7.566,73.78,22.85,89.96,14.151,960.0,0.966,0.1758,0.142478,52201.0,8.26728,0.3928,0.05192,0.337138,58.0247,0.142478,92.0,AMC-II,light,0.0372,1
31.11,254.822,18.49,72.84,5.567,897.67,2.757,0.3097,0.411913,21732.0,6.552387,11.5037,0.369772,0.452061,8.4179,0.411913,89.49303405572755,AMC-III,light,0.491,2
39.747,137.605,27.32,36.65,12.455,879.68,0.223,0.3348,0.249246,20799.0,8.568403,17.9434,0.451443,0.584167,9.5735,0.249246,89.49303405572755,AMC-III,moderate,3.4486,2
8.163,62.844,38.9,44.14,7.977,903.45,0.1,0.346,0.122717,33940.0,10.093941,0.0,0.0,0.455079,33.4461,0.122717,85.0,AMC-II,light,0.0946,2
3.139,19.12,26.46,64.8,4.097,912.66,6.579,0.4891,0.039049,17165.0,5.477802,0.0,0.0,0.281823,6.0164,0.039049,55.511379832865735,AMC-I,dry,0.0031,1
14.033,74.232,37.15,89.19,6.967,921.26,1.08,0.1963,0.143285,11248.0,7.155873,1.7182,0.122441,0.357136,30.9527,0.143285,89.49303405572755,AMC-III,light,0.1512,1
15.635,74.077,32.61,75.71,8.054,922.3,2.528,0.4531,0.143008,19690.0,6.579835,0.0,0.0,0.358329,17.0878,0.143008,74.0,AMC-II,light,0.0359,1
11.617,60.527,29.96,91.55,1.68,959.23,4.689,0.3397,0.118472,39525.0,6.110797,0.5593,0.048144,0.3257,17.1362,0.118472,88.0,AMC-II,light,0.0156,1
11.889,111.014,28.34,59.4,4.039,930.99,1.466,0.0629,0.206483,31763.0,7.578381,4.2258,0.355438,0.385894,30.1605,0.206483,95.5270847381434,AMC-III,light,0.2988,1
71.094,455.569,30.78,97.14,2.685,952.3,0.347,0.1587,0.612911,42123.0,9.337213,62.5396,0.87967,0.620294,77.682,0.612911,97.02743230131428,AMC-III,heavy,10.2618,2
17.732,111.076,12.33,65.99,13.966,938.8,0.433,0.3171,0.206585,28621.0,8.713378,8.6512,0.4879,0.442143,61.962,0.206585,95.5270847381434,AMC-III,light,1.2887,1
4.259,89.743,25.55,35.93,16.067,936.42,5.39,0.146,0.170527,49267.0,6.603534,2.1464,0.503963,0.356465,11.2466,0.170527,98.94175341994321,AMC-III,dry,0.0507,1
33.665,121.359,32.4,66.7,0.97,873.99,0.205,0.0618,0.2234,33383.0,9.009683,22.6692,0.673372,0.608607,3.963,0.2234,95.5270847381434,AMC-III,light,4.4704,2
1.351,84.147,25.95,67.54,18.989,909.51,3.684,0.0943,0.1608,44954.0,6.944579,0.0,0.0,0.326161,9.3941,0.1608,97.02743230131428,AMC-III,dry,0.0022,1
6.982,40.733,27.43,76.63,46.348,873.68,3.131,0.4448,0.081359,47045.0,6.602681,0.0,0.0,0.37783,1.0054,0.081359,83.44822581815542,AMC-I,dry,0.0134,1
15.868,69.302,22.42,81.41,20.748,934.55,4.888,0.2029,0.13444,34693.0,6.303734,0.9213,0.058061,0.334303,11.9428,0.13444,85.0,AMC-II,light,0.0238,1
6.02,35.698,18.77,38.53,16.571,899.35,0.97,0.3563,0.071672,48507.0,8.650356,0.0,0.0,0.409103,18.883,0.071672,83.44822581815542,AMC-I,dry,0.0285,1
8.04,58.469,34.15,92.97,6.826,898.41,7.222,0.3333,0.114684,5734.0,5.070667,0.0,0.0,0.28251,3.6732,0.114684,74.0,AMC-II,light,0.0072,1
18.029,75.849,27.76,45.85,14.981,919.79,4.294,0.3908,0.146167,47702.0,6.83961,15.1342,0.839441,0.451195,10.3428,0.146167,98.94175341994321,AMC-III,light,0.4388,2
27.404,100.284,30.74,67.53,6.803,911.88,1.836,0.2966,0.188543,29561.0,7.254547,16.9637,0.619018,0.459813,17.5876,0.188543,95.5270847381434,AMC-III,light,1.0095,2
31.086,154.855,36.49,77.73,7.67,908.17,3.398,0.4026,0.275747,29984.0,6.580583,20.2978,0.652963,0.467464,9.7325,0.275747,95.5270847381434,AMC-III,light,0.7238,2
24.15,139.936,37.01,47.95,26.511,895.96,1.017,0.1966,0.252883,43890.0,8.424837,16.806,0.695887,0.522177,16.2562,0.252883,97.02743230131428,AMC-III,light,1.5404,2
0.266,12.985,25.68,36.26,1.594,909.55,1.554,0.0118,0.026689,35180.0,7.633541,0.0,0.0,0.322126,18.768,0.026689,76.27500606733003,AMC-I,dry,0.0009,1
59.588,348.947,34.29,85.24,8.84,896.91,11.191,0.3076,0.51663,36222.0,5.369649,51.1697,0.858731,0.506141,2.3006,0.51663,97.02743230131428,AMC-III,moderate,0.6084,2
7.701,30.92,37.02,54.49,12.477,931.76,1.837,0.4116,0.062387,32845.0,7.365437,0.0,0.0,0.351468,25.9196,0.062387,71.29975254791762,AMC-I,light,0.0229,1
5.097,46.431,24.68,97.26,34.319,913.97,4.614,0.2463,0.0922,19878.0,5.938079,0.0,0.0,0.299991,8.5679,0.0922,55.511379832865735,AMC-I,dry,0.0069,1
3.923,24.59,25.11,85.79,10.361,923.14,3.031,0.3245,0.049938,45183.0,7.187369,0.0,0.0,0.340604,14.9325,0.049938,83.44822581815542,AMC-I,dry,0.0077,1
44.906,215.819,30.32,39.04,1.912,930.5,0.1,0.0694,0.362132,15708.0,9.246949,22.0537,0.491106,0.498596,60.4954,0.362132,89.49303405572755,AMC-III,moderate,5.1091,2
12.498,63.99,29.52,52.86,19.739,960.0,1.701,0.0497,0.124809,20214.0,6.645382,0.0,0.0,0.29853,40.0014,0.124809,74.0,AMC-II,light,0.0395,1
0.923,52.773,30.96,50.73,38.816,924.28,0.658,0.0556,0.104116,37276.0,8.645811,0.0,0.0,0.330908,42.4054,0.104116,88.0,AMC-II,dry,0.0055,1
71.509,439.093,24.86,94.01,34.525,915.67,11.357,0.3597,0.599394,20080.0,4.95863,45.0488,0.629975,0.495892,3.849,0.599394,89.49303405572755,AMC-III,heavy,0.5281,2
5.115,53.713,29.78,85.16,8.291,884.92,0.1,0.0782,0.105867,29359.0,9.646169,0.0,0.0,0.45065,14.921,0.105867,85.0,AMC-II,dry,0.0592,2
10.077,47.74,29.96,78.06,1.514,896.05,7.56,0.1891,0.094673,36206.0,5.833912,0.0,0.0,0.305946,3.2278,0.094673,76.27500606733003,AMC-I,light,0.0087,1
7.952,67.589,31.73,71.66,5.329,884.72,0.638,0.3734,0.131347,23553.0,7.902904,0.0,0.0,0.414327,11.6496,0.131347,74.0,AMC-II,light,0.0486,1
0.715,3.268,26.26,96.78,10.456,932.16,1.721,0.1604,0.006784,44351.0,7.834212,0.0,0.0,0.320329,27.3882,0.006784,76.27500606733003,AMC-I,dry,0.0022,1
52.691,286.951,26.9,85.72,7.763,878.72,2.683,0.1941,0.449988,29951.0,6.42045,40.6928,0.772295,0.554298,2.7133,0.449988,95.5270847381434,AMC-III,moderate,1.777,2
1.329,10.734,14.18,87.71,21.682,919.97,1.211,0.3447,0.022115,36314.0,7.951341,0.0,0.0,0.342911,28.0863,0.022115,76.27500606733003,AMC-I,dry,0.0054,1
5.975,29.792,34.29,43.31,17.406,898.11,10.844,0.3888,0.06018,21970.0,5.055977,0.0,0.0,0.267003,2.4759,0.06018,55.511379832865735,AMC-I,dry,0.0037,1
0.027,32.855,32.24,83.22,22.64,886.28,1.648,0.2013,0.066157,29477.0,7.180994,0.0,0.0,0.344022,7.4065,0.066157,71.29975254791762,AMC-I,dry,0.0001,1
41.799,330.833,22.25,84.03,5.995,958.47,0.245,0.5144,0.498041,41270.0,9.404818,33.7221,0.806765,0.537968,86.9763,0.498041,97.02743230131428,AMC-III,moderate,6.2908,2
15.777,118.485,32.08,54.28,15.039,877.42,4.269,0.3717,0.218737,47983.0,6.355227,12.9285,0.819433,0.462056,1.5502,0.218737,98.94175341994321,AMC-III,light,0.3768,2
11.149,126.175,33.98,82.38,23.739,935.97,0.652,0.1484,0.231153,44347.0,8.933265,5.296,0.475036,0.415751,51.7535,0.231153,97.02743230131428,AMC-III,light,0.6392,1
14.863,143.827,22.5,86.1,15.911,905.32,1.455,0.2175,0.258914,37318.0,7.782329,8.3962,0.564918,0.461593,17.5553,0.258914,97.02743230131428,AMC-III,light,0.5969,2
61.422,294.405,35.76,81.7,23.822,927.3,2.414,0.2249,0.458463,24647.0,6.79077,36.0646,0.587164,0.527144,19.4367,0.458463,89.49303405572755,AMC-III,moderate,1.7205,2
36.921,252.588,32.26,72.16,21.465,880.85,7.096,0.3398,0.409169,49997.0,5.869753,33.8496,0.916815,0.495268,1.4263,0.409169,98.94175341994321,AMC-III,moderate,0.6194,2
7.318,64.6,20.17,39.44,18.376,901.6,3.47,0.0629,0.12592,28421.0,6.508835,0.0,0.0,0.330309,7.9136,0.12592,85.0,AMC-II,dry,0.0128,1
18.477,126.592,26.52,83.81,1.283,881.85,0.977,0.3641,0.231821,19060.0,7.228133,3.6983,0.200161,0.445564,7.5932,0.231821,89.49303405572755,AMC-III,light,0.3481,1
63.529,277.209,28.93,82.96,14.631,870.0,1.521,0.1401,0.43871,17604.0,6.431395,37.9201,0.596898,0.5718,0.0,0.43871,89.49303405572755,AMC-III,moderate,2.6086,2
6.101,68.573,24.53,39.91,36.295,919.42,1.058,0.3826,0.133125,49279.0,8.577917,0.1192,0.019537,0.394963,30.2077,0.133125,92.0,AMC-II,dry,0.0272,1
16.949,72.432,34.08,73.85,24.128,928.79,0.679,0.2269,0.140067,49035.0,9.071354,4.5365,0.267652,0.419323,45.2981,0.140067,92.0,AMC-II,light,0.5347,1
0.279,22.879,31.65,60.94,21.976,913.45,0.627,0.1517,0.046546,15734.0,7.847154,0.0,0.0,0.316087,34.6342,0.046546,55.511379832865735,AMC-I,dry,0.0017,1
10.258,58.196,26.09,73.31,11.401,882.69,3.756,0.3382,0.11418,32187.0,6.223469,0.0363,0.003534,0.35421,2.9671,0.11418,85.0,AMC-II,light,0.0168,1
0.249,8.001,23.46,39.06,7.371,894.2,3.959,0.3981,0.016531,39895.0,6.70528,0.0,0.0,0.323241,5.4033,0.016531,76.27500606733003,AMC-I,dry,0.0004,1
31.167,221.72,30.99,48.02,11.51,936.73,2.211,0.3293,0.369925,32488.0,7.145756,20.3724,0.653647,0.471129,24.2779,0.369925,95.5270847381434,AMC-III,light,1.0445,2
13.912,65.676,30.17,86.18,7.269,933.04,2.985,0.5164,0.127878,41460.0,7.088688,1.1723,0.084261,0.381849,17.9464,0.127878,88.0,AMC-II,light,0.0468,1
1.191,48.081,29.51,63.85,0.266,915.63,0.173,0.0549,0.095315,52324.0,10.419592,0.0,0.0,0.404536,45.4917,0.095315,83.44822581815542,AMC-I,dry,0.0123,1
5.426,21.826,32.85,87.92,13.867,923.5,0.351,0.2032,0.044452,9262.0,8.093133,0.0,0.0,0.346255,50.402,0.044452,55.511379832865735,AMC-I,dry,0.0443,1
7.859,91.651,31.43,55.01,29.411,911.86,1.313,0.3368,0.173817,24783.0,7.449229,0.1132,0.014408,0.374689,22.3188,0.173817,89.49303405572755,AMC-III,light,0.0301,1
12.59,85.517,33.57,90.82,16.557,927.07,1.735,0.1,0.163192,22556.0,7.075757,1.2045,0.095669,0.350344,24.9967,0.163192,89.49303405572755,AMC-III,light,0.0749,1
2.251,10.164,32.59,81.72,15.819,883.86,0.262,0.3454,0.020953,19898.0,8.526936,0.0,0.0,0.42404,13.5533,0.020953,55.511379832865735,AMC-I,dry,0.0205,1
4.527,42.007,20.92,49.27,38.585,900.88,2.874,0.0189,0.083794,48031.0,7.342186,0.0,0.0,0.344823,9.0755,0.083794,83.44822581815542,AMC-I,dry,0.0093,1
3.391,32.097,34.3,91.58,11.977,889.65,2.791,0.3733,0.064682,30103.0,6.738752,0.0,0.0,0.345161,5.9172,0.064682,71.29975254791762,AMC-I,dry,0.0072,1
4.158,39.586,28.71,62.25,0.219,878.79,4.722,0.3344,0.079163,21843.0,5.563113,0.0,0.0,0.306521,1.6768,0.079163,55.511379832865735,AMC-I,dry,0.0055,1
0.181,33.02,33.11,89.35,20.67,913.67,1.218,0.617,0.066479,32564.0,7.809819,0.0,0.0,0.361381,24.4606,0.066479,71.29975254791762,AMC-I,dry,0.0007,1
38.553,125.214,35.31,93.62,2.73,903.57,0.208,0.1601,0.229613,37298.0,9.730492,30.5672,0.792865,0.595623,33.2935,0.229613,97.02743230131428,AMC-III,moderate,6.0015,2
1.386,20.247,25.42,63.18,70.462,870.0,0.746,0.4303,0.041303,32786.0,7.683819,0.0,0.0,0.406196,0.0,0.041303,71.29975254791762,AMC-I,dry,0.0077,1
11.233,93.35,32.08,66.46,0.064,886.56,4.897,0.1888,0.176737,51759.0,6.533178,8.5237,0.758793,0.424677,3.0586,0.176737,98.94175341994321,AMC-III,light,0.2196,1
25.08,161.774,30.78,44.12,13.346,950.08,0.559,0.3392,0.286112,40558.0,8.886253,17.6759,0.704794,0.447797,66.7177,0.286112,97.02743230131428,AMC-III,light,2.321,1
25.592,162.043,29.55,76.11,2.042,938.53,1.927,0.0898,0.286511,25903.0,7.077408,15.3493,0.599769,0.420799,27.7464,0.286511,95.5270847381434,AMC-III,light,0.8791,1
9.956,107.214,24.72,47.21,0.961,892.31,5.175,0.5706,0.200175,45254.0,6.53939,7.3047,0.733678,0.4413,3.9194,0.200175,98.94175341994321,AMC-III,light,0.1789,1
5.519,99.552,22.03,47.41,14.235,892.62,0.74,0.057,0.187306,43552.0,8.763831,1.337,0.242262,0.433274,16.7615,0.187306,97.02743230131428,AMC-III,dry,0.1498,1
3.742,23.44,32.68,58.94,6.795,923.74,0.119,0.0531,0.047661,31375.0,9.867044,0.0,0.0,0.37098,53.729,0.047661,71.29975254791762,AMC-I,dry,0.042,1
7.083,107.261,30.34,51.19,10.316,922.9,0.209,0.5395,0.200254,33832.0,9.574122,1.3332,0.188232,0.446913,52.4631,0.200254,95.5270847381434,AMC-III,dry,0.2614,1
2.508,10.906,25.73,85.94,10.022,942.04,0.792,0.0727,0.022465,50947.0,8.918042,0.0,0.0,0.322863,51.6632,0.022465,83.44822581815542,AMC-I,dry,0.0135,1
0.715,49.149,39.57,91.19,10.61,940.59,2.609,0.5832,0.097325,43444.0,7.311785,0.0,0.0,0.340967,22.4735,0.097325,88.0,AMC-II,dry,0.0016,1
47.647,242.717,29.38,48.76,65.199,930.64,2.698,0.231,0.396892,28931.0,6.806569,35.8495,0.752401,0.508634,18.7802,0.396892,95.5270847381434,AMC-III,moderate,1.5582,2
8.406,98.396,39.29,80.31,12.551,915.09,0.966,0.446,0.185346,30228.0,7.972299,2.0273,0.241168,0.413666,29.0785,0.185346,95.5270847381434,AMC-III,light,0.1922,1
19.834,110.141,38.51,36.24,18.121,953.85,5.463,0.3889,0.205037,41698.0,6.16732,12.8199,0.646354,0.403435,14.0257,0.205037,97.02743230131428,AMC-III,light,0.2988,1
9.252,51.139,30.62,72.91,10.783,909.89,1.315,0.1596,0.101061,38983.0,7.955512,0.1462,0.015799,0.378846,21.2406,0.101061,88.0,AMC-II,light,0.0354,1
4.271,77.402,32.9,47.78,16.047,937.38,17.675,0.1573,0.148925,44844.0,5.015688,0.7021,0.164394,0.277016,3.7065,0.148925,97.02743230131428,AMC-III,dry,0.0054,1
11.259,78.305,25.66,98.4,20.378,910.09,5.743,0.1806,0.150525,14241.0,5.542025,0.7984,0.070911,0.305667,6.4067,0.150525,89.49303405572755,AMC-III,light,0.0178,1
1.916,10.643,27.23,98.25,17.09,913.46,0.979,0.4842,0.021928,22495.0,7.67028,0.0,0.0,0.345808,27.8132,0.021928,55.511379832865735,AMC-I,dry,0.009,1
2.5,17.656,25.99,48.68,19.867,919.54,0.477,0.442,0.036115,11983.0,7.945638,0.0,0.0,0.360973,43.4557,0.036115,55.511379832865735,AMC-I,dry,0.0178,1
14.918,87.217,27.67,72.75,8.451,923.75,0.959,0.131,0.16615,25003.0,7.784564,6.4352,0.431383,0.400628,34.7981,0.16615,95.5270847381434,AMC-III,light,0.613,1
31.106,137.827,38.06,72.33,13.203,906.97,4.502,0.1518,0.249594,20788.0,5.991331,11.5008,0.369727,0.392682,7.363,0.249594,89.49303405572755,AMC-III,light,0.3196,1
12.099,90.9,25.75,66.41,21.859,938.79,1.567,0.1217,0.172523,31712.0,7.503418,4.3714,0.361312,0.378339,32.4536,0.172523,95.5270847381434,AMC-III,light,0.294,1
3.936,88.575,38.97,66.83,12.419,955.65,0.783,0.0231,0.168507,19502.0,7.537739,0.0,0.0,0.276374,61.7508,0.168507,89.49303405572755,AMC-III,dry,0.0213,1
5.879,25.705,30.1,88.67,4.038,887.38,1.408,0.3749,0.052144,32234.0,7.486609,0.0,0.0,0.38531,8.837,0.052144,71.29975254791762,AMC-I,dry,0.0214,1
33.572,150.118,22.44,49.18,24.865,932.03,0.862,0.2734,0.268565,33298.0,8.208512,22.583,0.672675,0.4779,42.5963,0.268565,95.5270847381434,AMC-III,light,2.3052,2
7.788,38.968,21.99,94.85,0.491,891.59,0.816,0.4191,0.077976,9552.0,7.359953,0.0,0.0,0.382335,15.249,0.077976,55.511379832865735,AMC-I,light,0.0411,1
3.021,30.097,25.61,88.79,2.246,949.71,0.1,0.2748,0.060776,35255.0,10.111682,0.0,0.0,0.341454,79.7048,0.060776,76.27500606733003,AMC-I,dry,0.035,1
12.523,34.563,33.38,70.83,6.919,907.81,0.1,0.3685,0.069474,38954.0,10.3269,0.0,0.0,0.456966,37.8121,0.069474,76.27500606733003,AMC-I,light,0.1451,2
5.939,29.762,26.02,83.8,1.609,946.43,4.445,0.5181,0.06012,27320.0,6.197394,0.0,0.0,0.315075,15.3962,0.06012,71.29975254791762,AMC-I,dry,0.0083,1
0.348,45.534,27.59,85.39,3.206,910.13,9.771,0.264,0.090501,37577.0,5.564743,0.0,0.0,0.258975,3.9042,0.090501,76.27500606733003,AMC-I,dry,0.0002,1
20.426,138.57,23.61,53.31,39.679,938.88,0.1,0.3118,0.250754,21940.0,9.536477,4.7227,0.231215,0.42348,68.8794,0.250754,89.49303405572755,AMC-III,light,1.0941,1
1.48,20.06,21.46,57.32,21.591,931.01,0.191,0.2096,0.04093,21228.0,9.083405,0.0,0.0,0.337784,60.6836,0.04093,55.511379832865735,AMC-I,dry,0.0149,1
61.999,309.718,27.47,78.02,16.692,874.24,4.206,0.3773,0.475466,42625.0,6.137081,53.549,0.863702,0.589855,0.8969,0.475466,97.02743230131428,AMC-III,moderate,1.5818,2
9.534,74.657,22.35,93.21,28.786,943.39,0.951,0.1439,0.144044,22321.0,7.693153,0.3816,0.040029,0.32802,47.7517,0.144044,89.49303405572755,AMC-III,light,0.0457,1
31.996,188.999,18.49,67.03,4.279,921.75,2.72,0.1151,0.325476,31672.0,6.885435,21.1317,0.660448,0.458223,15.9225,0.325476,95.5270847381434,AMC-III,light,0.9123,2
23.769,185.935,32.43,88.36,10.033,933.31,1.53,0.3194,0.321156,36120.0,7.683833,16.45,0.692074,0.471664,30.378,0.321156,97.02743230131428,AMC-III,light,1.1263,2
11.225,80.75,36.84,37.11,12.901,930.05,2.28,0.3592,0.154839,40408.0,7.372192,5.3568,0.477236,0.413237,21.3243,0.154839,97.02743230131428,AMC-III,light,0.2679,1
0.93,6.576,20.14,74.91,3.498,909.15,2.586,0.4841,0.013606,19554.0,6.551239,0.0,0.0,0.317689,12.5577,0.013606,55.511379832865735,AMC-I,dry,0.0021,1
29.492,111.418,20.82,40.5,7.544,945.85,0.75,0.2148,0.20715,40540.0,8.633486,21.8491,0.740856,0.454276,55.8474,0.20715,97.02743230131428,AMC-III,light,2.4293,2
11.062,83.112,30.35,37.12,7.746,960.0,1.571,0.4491,0.158989,30889.0,7.081254,3.6645,0.331266,0.365139,42.37,0.158989,95.5270847381434,AMC-III,light,0.2459,1
9.733,54.264,29.44,96.0,13.009,909.59,2.4,0.1489,0.106894,40131.0,7.303013,0.2102,0.021599,0.36312,13.4905,0.106894,88.0,AMC-II,light,0.0233,1
8.416,32.419,22.62,78.93,12.881,870.33,0.218,0.124,0.06531,33879.0,8.889259,0.0,0.0,0.475887,0.323,0.06531,71.29975254791762,AMC-I,light,0.0815,2
3.315,69.465,25.59,50.04,8.376,923.84,8.168,0.1406,0.134734,52153.0,6.090086,0.0,0.0,0.29206,6.2038,0.134734,92.0,AMC-II,dry,0.0027,1
25.127,158.36,37.45,88.59,1.9,902.43,5.368,0.4295,0.281016,32770.0,6.13989,14.9382,0.594512,0.43177,5.5128,0.281016,95.5270847381434,AMC-III,light,0.3539,1
33.467,177.632,30.2,55.05,10.213,909.36,0.952,0.1513,0.309311,26694.0,7.855093,22.4858,0.671886,0.496043,25.5859,0.309311,95.5270847381434,AMC-III,light,2.152,2
20.016,176.238,35.91,52.29,55.668,903.14,0.1,0.3956,0.307303,19482.0,9.422291,4.5004,0.224844,0.500247,33.1399,0.307303,89.49303405572755,AMC-III,light,1.0426,2
6.607,48.687,31.65,45.41,2.25,952.4,6.847,0.2677,0.096456,32303.0,5.700094,0.0,0.0,0.288779,11.1968,0.096456,71.29975254791762,AMC-I,dry,0.0062,1
19.51,86.147,26.44,91.45,31.32,902.32,1.632,0.026,0.16429,33929.0,7.535057,10.1114,0.518273,0.434825,14.8045,0.16429,95.5270847381434,AMC-III,light,0.6591,1
15.977,122.627,28.29,70.37,3.863,889.51,7.038,0.4814,0.225449,35839.0,5.834052,9.366,0.586235,0.401489,2.5845,0.225449,97.02743230131428,AMC-III,light,0.1727,1
32.147,153.771,32.0,95.48,1.203,901.28,1.794,0.4345,0.274109,5000.0,6.440131,12.2411,0.380783,0.439297,13.3678,0.274109,89.49303405572755,AMC-III,light,0.7418,1
7.327,48.337,26.44,45.49,10.183,930.21,0.501,0.4692,0.095798,18853.0,8.178983,0.0,0.0,0.345219,52.0183,0.095798,55.511379832865735,AMC-I,dry,0.0509,1
20.493,55.888,37.12,47.57,12.31,893.51,0.903,0.174,0.109911,46704.0,8.664209,6.7716,0.330436,0.469228,15.7474,0.109911,92.0,AMC-II,light,0.6711,2
20.125,129.748,31.34,45.16,16.071,950.04,0.947,0.0874,0.236856,48385.0,8.613221,17.1963,0.85446,0.450325,52.2016,0.236856,98.94175341994321,AMC-III,light,1.6521,2
36.192,175.192,21.27,62.79,4.811,959.17,2.492,0.1782,0.305791,37667.0,6.801862,28.2817,0.781433,0.45567,29.4737,0.305791,97.02743230131428,AMC-III,moderate,1.3139,2
27.215,168.67,35.53,37.61,26.478,931.59,0.875,0.1926,0.296294,45737.0,8.662461,24.2059,0.889439,0.506243,41.9414,0.296294,98.94175341994321,AMC-III,light,2.4467,2
16.236,113.562,19.04,52.93,17.562,960.0,0.77,0.0903,0.210683,38405.0,8.119984,9.5939,0.590906,0.375134,65.4566,0.210683,97.02743230131428,AMC-III,light,1.0504,1
34.082,198.951,23.07,57.19,7.813,909.77,1.878,0.3646,0.339317,31140.0,7.282901,23.0545,0.676446,0.502745,16.4187,0.339317,95.5270847381434,AMC-III,light,1.3474,2
17.964,103.114,25.5,78.15,40.333,893.24,0.155,0.215,0.193315,14977.0,8.949352,3.4429,0.191662,0.477147,23.2066,0.193315,89.49303405572755,AMC-III,light,0.7304,2
44.859,154.117,34.32,81.46,4.167,960.0,6.916,0.2061,0.274632,48928.0,5.860269,41.7556,0.930825,0.465106,12.1167,0.274632,98.94175341994321,AMC-III,moderate,0.7827,2
6.313,23.536,32.09,76.19,10.801,886.56,0.1,0.0889,0.047852,24460.0,9.478112,0.0,0.0,0.440947,16.5571,0.047852,55.511379832865735,AMC-I,dry,0.0731,1
1.785,56.364,26.42,77.24,1.31,953.38,4.54,0.2856,0.110793,25906.0,5.9578,0.0,0.0,0.281864,16.4836,0.110793,85.0,AMC-II,dry,0.0025,1
13.989,142.878,31.85,40.53,9.552,960.0,1.434,0.039,0.257448,27467.0,7.066809,5.7355,0.409994,0.354719,45.1886,0.257448,95.5270847381434,AMC-III,light,0.4122,1
3.504,124.988,26.92,69.57,24.821,900.95,1.095,0.3008,0.229251,48702.0,8.517592,1.544,0.440635,0.452165,18.5357,0.229251,98.94175341994321,AMC-III,dry,0.1346,2
